SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MG,48631,MONTE SANTO DE MINAS,3597,39,709,3,738,4990,2576,14615,615,12039,1348
MG,48658,MONTES CLAROS,89991,471,16131,54,25653,16784,30934,191954,3898,161020,8038
MG,48674,MONTE SIAO,3241,35,831,3,859,4061,1988,12533,628,10545,887
MG,48690,MORADA NOVA DE MINAS,1233,16,310,3,264,2114,841,5374,182,4533,411
MG,48712,MORRO DA GARCA,502,1,371,0,106,596,564,2392,51,1828,201
MG,48739,MORRO DO PILAR,1095,8,63,2,105,629,671,3008,90,2337,345
MG,48755,MUNHOZ,1363,36,312,2,557,1268,859,4995,231,4136,367
MG,48771,MURIAE,19862,288,5208,31,16202,6964,10915,64490,1833,53575,3187
MG,48798,MUTUM,5931,18,631,5,3151,3512,4595,19942,654,15347,1445
MG,48810,MUZAMBINHO,4542,90,942,2,921,4698,2195,14628,643,12433,595
MG,48836,NACIP RAYDAN,458,7,71,0,91,722,838,2519,76,1681,256
MG,48852,NANUQUE,7725,45,1761,7,3858,6374,8621,31064,777,22443,1896
MG,48879,NATERCIA,915,14,237,2,72,1426,553,3634,238,3081,177
MG,48895,NAZARENO,1847,22,475,0,270,1465,1004,5601,172,4597,346
MG,48917,NEPOMUCENO,5728,94,832,8,1156,4773,2879,17631,669,14752,1492
MG,48933,NOVA ERA,6813,42,607,4,1259,1322,2150,13268,256,11118,815
MG,48950,NOVA LIMA,26484,138,3225,32,4632,3688,5082,45567,915,40485,1371
MG,48976,NOVA MODICA,673,2,75,0,247,815,1059,3408,35,2349,502
MG,48992,NOVA PONTE,2242,19,542,2,508,1727,898,6590,137,5692,515
MG,49018,NOVA RESENDE,2843,52,177,6,726,3266,1211,9332,565,8121,486
MG,49034,NOVA SERRANA,6390,63,1931,10,3260,5629,3196,23566,1428,20370,1659
MG,49050,NOVO CRUZEIRO,3568,12,321,4,444,4681,7100,19021,456,11921,2435
MG,49077,OLARIA,716,7,80,1,76,529,204,1902,52,1698,237
MG,49093,OLIMPIO NORONHA,717,11,48,1,81,622,315,2000,44,1685,161
MG,49115,OLIVEIRA,11058,96,2020,12,1717,6217,3435,27127,1030,23692,1542
MG,49131,OLIVEIRA FORTES,658,10,128,1,127,332,231,1776,59,1545,230
MG,49158,ONCA DE PITANGUI,957,8,182,1,133,450,341,2318,84,1977,162
MG,49174,OURO BRANCO,12100,59,1039,7,2009,1973,2696,21220,471,18524,866
MG,49190,OURO FINO,5990,67,1329,10,1945,6711,2916,20810,793,17894,1049
MG,49212,OURO PRETO,25274,332,3716,32,3079,6653,6260,48940,1419,42680,2175
MG,49239,OURO VERDE DE MINAS,1280,10,131,1,655,1156,1968,5896,140,3928,555
MG,49255,PADRE PARAISO,3551,15,749,0,894,2142,4194,12956,243,8762,1168
MG,49271,PAINEIRAS,912,4,360,1,317,1228,643,3855,154,3212,236
MG,49298,PAINS,2572,10,693,2,294,1124,949,6244,170,5295,430
MG,49310,PAIVA,591,12,105,3,101,187,198,1383,50,1185,136
MG,49336,PALMA,2034,20,438,1,857,526,1184,5649,120,4465,469
MG,49352,FRONTEIRA DOS VALES,1094,7,138,3,165,743,962,3712,49,2750,551
MG,49379,PAPAGAIOS,2849,26,716,1,515,2179,1406,8768,497,7362,579
MG,49395,PARACATU,18420,108,5208,9,6794,6495,7406,47650,1736,40244,1474
MG,49417,PARA DE MINAS,23498,238,5029,48,2956,7847,5165,49101,1817,43936,2503
MG,49433,PARAGUACU,5603,29,918,5,963,3210,1753,13382,369,11629,532
MG,49450,PARAISOPOLIS,5022,122,1448,5,601,2813,1952,13112,418,11160,731
MG,49476,PARAOPEBA,5963,48,1132,3,1235,2613,1818,13953,467,12135,674
MG,49492,PASSABEM,331,7,64,0,130,427,361,1644,74,1283,250
MG,49514,PASSA QUATRO,4738,93,938,2,687,2119,1341,10858,346,9517,594
MG,49530,PASSA TEMPO,2118,26,376,2,256,1744,1236,6588,327,5352,503
MG,49557,PASSA VINTE,350,8,42,0,803,151,225,1765,49,1540,137
MG,49573,PASSOS,33398,149,3973,36,4384,11266,9543,66864,1498,57321,2617
MG,49590,PATOS DE MINAS,28500,269,13519,47,7134,20266,13306,88568,2509,75262,3018
MG,49611,PATROCINIO,19206,150,5819,20,4069,8382,7372,48402,1555,41030,1829
MG,49638,PATROCINIO DO MURIAE,1143,15,191,0,799,743,430,3713,114,3283,278
MG,49654,PAULA CANDIDO,2779,37,204,1,320,949,1285,6780,192,5495,1013
MG,49670,PAULISTAS,1031,10,63,1,84,998,1381,4078,117,2697,393
MG,49697,PAVAO,1877,9,144,0,220,1861,2130,6826,96,4696,489
MG,49719,PECANHA,1991,28,890,9,776,2947,3635,12172,413,8537,1483
MG,49735,PEDRA AZUL,4479,15,667,2,946,4246,4760,17593,295,12833,2183
MG,49751,PEDRA DO ANTA,901,12,41,0,187,827,497,3013,121,2516,427
MG,49778,PEDRA DO INDAIA,673,8,88,0,140,1437,195,2838,104,2643,193
MG,49794,PEDRA DOURADA,524,3,35,1,163,217,91,1244,26,1153,184
MG,49816,PEDRALVA,2483,36,619,4,302,2826,1259,8426,285,7167,612
MG,49832,PEDRINOPOLIS,825,10,386,0,162,697,522,2874,94,2352,178
MG,49859,PEDRO LEOPOLDO,18521,107,2495,14,4442,4132,3704,36514,1094,32810,2005
MG,49875,PEDRO TEIXEIRA,654,2,273,0,129,196,223,1643,41,1420,125
MG,49891,PEQUERI,877,13,183,0,515,357,395,2535,53,2140,142
MG,49913,PEQUI,1199,1,212,0,189,816,515,3251,84,2736,235
MG,49930,PERDIGAO,1180,25,457,4,293,1389,592,4578,266,3986,372
MG,49956,PERDIZES,2393,10,976,1,386,2598,2117,9172,230,7055,461
MG,49972,PERDOES,3301,65,1098,2,1157,4592,1721,13619,710,11898,973
MG,49999,PESCADOR,923,3,77,0,176,633,1226,3470,53,2244,379
MG,50016,PIAU,956,4,170,1,282,587,354,2673,97,2319,222
MG,50032,PIEDADE DE PONTE NOVA,1132,3,99,1,228,689,779,3431,145,2652,355
MG,50059,PIEDADE DO RIO GRANDE,1042,12,252,2,115,1197,848,4008,151,3160,389
MG,50075,PIEDADE DOS GERAIS,1097,8,93,2,173,948,682,3656,279,2974,374
MG,50091,PIMENTA,1601,17,278,3,368,1649,916,5672,394,4756,446
MG,50113,PIRACEMA,1592,15,228,11,188,1572,852,5319,317,4467,544
MG,50130,PIRAJUBA,859,7,134,1,78,641,349,2285,73,1936,143
MG,50156,PIRANGA,2507,31,419,8,518,3352,3014,12122,624,9108,1649
MG,50172,PIRANGUCU,946,20,246,3,162,1368,647,3825,129,3178,304
MG,50199,PIRANGUINHO,2394,37,363,3,348,980,795,5406,198,4611,288
MG,50210,PIRAPETINGA,2028,21,412,3,2718,924,1209,8192,211,6983,666
MG,50237,PIRAPORA,14508,104,1853,10,4053,3499,7400,33881,844,26481,1610
MG,50253,PIRAUBA,3218,22,548,4,681,1408,1306,8026,319,6720,520
MG,50270,PITANGUI,7844,66,1327,8,1309,2496,2412,17094,630,14682,1002
MG,50296,PIUMHI,7407,66,1202,4,1707,5179,3689,21337,836,17648,1247
MG,50318,PLANURA,1983,4,448,5,663,1564,1318,6433,221,5115,227
MG,50334,POCO FUNDO,4422,76,734,2,465,2780,1414,10801,471,9387,437
MG,50350,POCOS DE CALDAS,31586,551,11044,56,10506,20891,12741,92522,1870,79781,3277
MG,50377,POCRANE,1869,8,126,2,955,2138,2088,7982,169,5894,627
MG,50393,POMPEU,7067,51,1574,3,1218,2703,3202,18151,905,14949,1428
MG,50415,PONTE NOVA,18503,149,2463,17,3852,5341,7225,40660,1107,33435,2003
MG,50431,PORTEIRINHA,4818,43,1549,5,1819,7876,6463,26399,1114,19936,2712
MG,50458,PORTO FIRME,2379,24,195,0,583,1204,2274,7700,291,5426,750
MG,50474,POTE,2006,21,409,1,381,3023,2803,9933,249,7130,1040
MG,50490,POUSO ALEGRE,29814,356,8606,30,7018,12975,9192,72120,1599,62928,2530
MG,50512,POUSO ALTO,1337,19,356,0,537,1464,752,4978,161,4226,352
MG,50539,PRADOS,2145,46,237,6,167,1721,631,5855,361,5224,541
MG,50555,PRATA,6043,43,1760,4,981,3931,3535,17586,525,14051,764
MG,50571,PRATAPOLIS,2170,29,435,5,385,2446,1466,7669,240,6203,493
MG,50598,PRATINHA,417,11,175,2,126,868,400,2316,104,1916,213
MG,50610,PRESIDENTE BERNARDES,1344,18,82,2,159,1391,658,4297,135,3639,508
MG,50636,PRESIDENTE JUSCELINO,915,9,579,0,139,436,890,3443,123,2553,352
MG,50652,PRESIDENTE KUBITSCHEK,436,3,661,4,68,300,305,2117,35,1812,305
MG,50679,PRESIDENTE OLEGARIO,3743,19,1449,8,572,3001,2863,13217,454,10354,1108
MG,50695,ALTO JEQUITIBA,966,8,420,0,1729,1204,1049,5844,116,4795,352
MG,50717,PRUDENTE DE MORAIS,2463,16,367,4,605,920,818,5905,265,5087,447
MG,50733,QUARTEL GERAL,649,7,219,0,200,887,592,2934,209,2342,171
MG,50750,QUELUZITO,764,6,94,1,78,541,150,1872,68,1722,170
MG,50776,RAPOSOS,6332,54,453,2,1471,691,1303,10946,259,9643,381
MG,50792,RAUL SOARES,6237,78,610,12,1097,3733,4559,18774,970,14215,1478
MG,50814,RECREIO,3182,22,484,2,1100,1151,1680,8260,207,6580,432
MG,50830,RESENDE COSTA,2653,57,363,4,296,2411,1044,7487,262,6443,397
MG,50857,RESPLENDOR,2656,15,646,1,3296,2606,3957,13909,322,9952,410
MG,50873,RESSAQUINHA,1418,18,232,0,167,1037,276,3543,126,3267,269
MG,50890,RIACHO DOS MACHADOS,1285,9,489,1,366,2034,1840,6982,233,5142,725
MG,50911,RIBEIRAO DAS NEVES,55615,378,4111,105,27319,11119,17900,126173,4014,108273,5612
MG,50938,RIBEIRAO VERMELHO,1615,24,186,1,153,336,329,2879,82,2550,153
MG,50954,RIO ACIMA,3155,23,253,4,679,590,789,5869,158,5080,218
MG,50970,RIO CASCA,4468,29,794,2,815,1485,3326,12532,480,9206,1133
MG,50997,RIO DOCE,793,3,214,1,92,256,363,1916,42,1553,152
MG,51012,RIO DO PRADO,1232,7,51,0,108,958,1192,3940,87,2748,305
MG,51039,RIO ESPERA,1300,20,223,3,177,1748,1226,5446,328,4220,421
MG,51055,RIO MANSO,1206,2,157,0,268,780,250,3039,122,2789,254
MG,51071,RIO NOVO,2189,24,771,2,734,1286,1076,6902,289,5826,531
MG,51098,RIO PARANAIBA,2562,14,485,3,578,1932,1355,7996,449,6641,618
MG,51110,RIO PARDO DE MINAS,2192,19,441,8,649,6390,4020,16210,443,12190,2048
MG,51136,RIO PIRACICABA,5265,44,826,9,913,1029,1929,11073,347,9144,711
MG,51152,RIO POMBA,5543,62,951,8,1046,1557,2053,12643,534,10590,889
MG,51179,RIO PRETO,1615,10,450,2,576,597,385,3962,96,3577,231
MG,51195,RIO VERMELHO,1951,25,412,6,404,1848,3406,10149,782,6743,1315
MG,51217,RITAPOLIS,1302,19,171,4,195,1573,968,4638,143,3670,263
MG,51233,ROCHEDO DE MINAS,672,7,93,0,199,285,246,1665,28,1419,135
MG,51250,RODEIRO,1650,17,181,6,308,800,409,3806,140,3397,295
MG,51276,ROMARIA,1054,8,224,0,183,659,466,2803,57,2337,152
MG,51292,RUBELITA,1313,6,118,0,138,2313,1985,6949,123,4964,953
MG,51314,RUBIM,1307,5,195,2,217,2053,2360,7167,129,4807,899
MG,51330,SABARA,35642,261,3350,46,12005,5536,8524,70340,2274,61816,2702
MG,51357,SABINOPOLIS,3523,33,379,4,432,1725,3061,10932,704,7871,1071
MG,51373,SACRAMENTO,4079,44,1724,7,532,5801,2740,15574,239,12834,408
MG,51390,SALINAS,7583,22,1944,3,1747,4620,6077,25771,773,19694,3002
MG,51411,SALTO DA DIVISA,1406,4,94,0,161,776,1647,4771,83,3124,600
MG,51438,SANTA BARBARA,9782,57,1517,8,1113,1655,2785,18310,454,15525,939
MG,51454,SANTA BARBARA DO TUGURIO,1248,20,169,0,181,1247,606,4045,131,3439,443
MG,51470,SANTA CRUZ DO ESCALVADO,1144,3,84,0,162,916,441,3329,80,2888,499
MG,51497,SANTA EFIGENIA DE MINAS,624,18,34,1,418,661,1099,3605,208,2506,542
MG,51519,SANTA FE DE MINAS,902,2,104,1,175,751,823,2911,67,2088,86
MG,51535,SANTA JULIANA,1791,17,715,2,202,1751,1057,6121,268,5064,318
MG,51551,SANTA LUZIA,54875,346,5118,94,22685,10957,15228,116780,3422,101552,4055
MG,51578,SANTA MARGARIDA,2306,12,166,1,1660,2338,1646,9637,411,7991,1097
MG,51594,SANTA MARIA DE ITABIRA,2470,27,422,6,438,1237,1336,7123,371,5787,816
MG,51616,SANTA MARIA DO SALTO,512,1,32,0,517,845,762,3635,456,2873,510
MG,51632,SANTA MARIA DO SUACUI,2350,16,713,3,401,2063,3571,10945,310,7374,1518
MG,51659,SANTANA DA VARGEM,2506,9,315,4,265,1131,1012,5748,170,4736,336
MG,51675,SANTANA DE CATAGUASES,769,3,214,1,330,763,254,2703,94,2449,275
MG,51691,SANTANA DE PIRAPAMA,1951,14,544,0,393,1314,1802,6886,316,5084,552
MG,51713,SANTANA DO DESERTO,908,24,199,1,614,260,221,2475,57,2254,191
MG,51730,SANTANA DO GARAMBEU,371,7,225,0,53,529,339,1765,70,1426,171
MG,51756,SANTANA DO JACARE,1089,9,134,3,273,776,666,3673,396,3007,327
MG,51772,SANTANA DO MANHUACU,1765,5,116,0,679,1142,1618,6034,295,4416,414
MG,51799,SANTANA DO RIACHO,1012,2,142,0,240,709,766,3351,135,2585,345
MG,51810,SANTANA DOS MONTES,762,4,345,1,187,944,461,3246,118,2785,424
MG,51837,SANTA RITA DE CALDAS,2242,33,503,1,274,1977,877,6437,182,5560,348
MG,51853,SANTA RITA DE JACUTINGA,1252,11,124,3,1171,682,816,4426,144,3610,223
MG,51870,SANTA RITA DO IBITIPOCA,900,7,270,1,168,636,343,2721,99,2378,297
MG,51896,SANTA RITA DO ITUETO,1195,7,146,0,759,1123,1117,4607,68,3490,192
MG,51918,SANTA RITA DO SAPUCAI,6634,79,2414,9,1558,6984,3114,22739,830,19625,1117
MG,51934,SANTA ROSA DA SERRA,625,1,97,0,329,669,514,2566,108,2052,223
MG,51950,SANTA VITORIA,4841,27,948,5,864,2730,2919,13138,347,10219,457
MG,51977,SANTO ANTONIO DO AMPARO,3145,42,562,3,549,2947,1477,10475,670,8998,1080
MG,51993,SANTO ANTONIO DO AVENTUREIRO,981,21,435,1,236,560,452,3082,123,2630,273
MG,52019,SANTO ANTONIO DO GRAMA,1145,1,60,0,76,949,735,3405,81,2670,358
MG,52035,SANTO ANTONIO DO ITAMBE,959,8,62,0,96,384,964,2997,134,2033,390
MG,52051,SANTO ANTONIO DO JACINTO,1759,8,79,0,425,2318,3365,9446,358,6081,1134
MG,52078,SANTO ANTONIO DO MONTE,4029,30,1156,4,720,5596,1812,14710,662,12898,701
MG,52094,SANTO ANTONIO DO RIO ABAIXO,603,4,143,1,35,189,463,1700,59,1237,203
MG,52116,SANTO HIPOLITO,727,5,281,2,192,356,808,2707,137,1899,199
MG,52132,SANTOS DUMONT,17268,212,2140,19,4499,3845,4563,35422,838,30859,2038
MG,52159,SAO BENTO ABADE,805,8,165,3,171,1001,417,3021,151,2604,300
MG,52175,SAO BRAS DO SUACUI,1349,8,142,0,130,320,363,2701,164,2338,225
MG,52191,SAO DOMINGOS DO PRATA,5900,43,740,8,1064,1820,2686,13799,403,11113,1135
MG,52213,SAO FRANCISCO,8126,25,1892,9,1058,8532,9280,31871,761,22591,2188
MG,52230,SAO FRANCISCO DE PAULA,1417,12,220,3,320,1597,731,4842,172,4111,370
MG,52256,SAO FRANCISCO DE SALES,1569,7,284,0,124,980,869,4189,114,3320,242
MG,52272,SAO FRANCISCO DO GLORIA,1466,21,244,1,507,528,781,4034,163,3253,323
MG,52299,SAO GERALDO,2271,25,271,2,354,873,954,5587,216,4633,621
MG,52310,SAO GERALDO DA PIEDADE,1184,9,175,1,220,427,1482,4163,118,2681,547
MG,52337,SAO GONCALO DO ABAETE,877,5,426,1,291,858,698,3511,161,2813,194
MG,52353,SAO GONCALO DO PARA,2418,21,461,4,337,1216,816,5977,311,5161,393
MG,52370,SAO GONCALO DO RIO ABAIXO,3041,13,271,8,421,951,961,6425,272,5464,487
MG,52396,SAO GONCALO DO SAPUCAI,5981,23,992,1,894,4222,2393,15828,479,13435,843
MG,52418,SAO GOTARDO,4517,42,1482,7,1804,5360,3681,19561,1176,15880,1492
MG,52434,SAO JOAO BATISTA DO GLORIA,1941,5,404,2,332,911,682,4687,117,4005,293
MG,52450,SAO JOAO DA MATA,920,12,176,0,246,471,375,2476,89,2101,187
MG,52477,SAO JOAO DA PONTE,2686,12,403,5,379,6387,5997,18425,372,12428,2184
MG,52493,SAO JOAO DEL REI,28793,396,3761,30,3043,12298,7779,59173,1298,51394,1775
MG,52515,SAO JOAO DO ORIENTE,2129,13,233,1,952,753,1502,6486,208,4984,695
MG,52531,SAO JOAO DO PARAISO,1830,23,362,1,684,4441,4184,14013,782,9829,1706
MG,52558,SAO JOAO EVANGELISTA,3018,25,578,3,596,2485,3686,11846,225,8160,1230
MG,52574,SAO JOAO NEPOMUCENO,9396,59,1165,7,1765,1734,2499,17912,411,15413,876
MG,52590,SAO JOSE DA SAFIRA,621,5,175,1,238,639,805,2997,109,2192,404
MG,52612,SAO JOSE DA VARGINHA,1035,7,181,1,166,442,356,2489,117,2133,184
MG,52639,SAO JOSE DO ALEGRE,868,12,289,0,221,737,395,2882,122,2487,238
MG,52655,SAO JOSE DO DIVINO,558,1,66,0,282,757,937,3050,87,2113,362
MG,52671,SAO JOSE DO GOIABAL,2400,8,142,2,191,430,1159,4836,111,3677,393
MG,52698,SAO JOSE DO JACURI,831,21,227,2,247,934,1461,4758,299,3297,736
MG,52710,SAO JOSE DO MANTIMENTO,638,6,32,0,526,218,370,2001,59,1631,152
MG,52736,SAO LOURENCO,8363,110,3314,12,3665,5930,3475,26512,605,23037,1038
MG,52752,SAO MIGUEL DO ANTA,1230,30,93,4,283,1055,250,4032,197,3782,890
MG,52779,SAO PEDRO DA UNIAO,874,16,144,0,127,1524,708,3973,248,3265,332
MG,52795,SAO PEDRO DOS FERROS,2225,16,239,4,254,1352,792,5805,172,5013,751
MG,52817,SAO PEDRO DO SUACUI,934,7,371,1,329,725,1415,4618,76,3203,760
MG,52833,SAO ROMAO,1836,8,387,1,311,929,1558,5516,102,3958,384
MG,52850,SAO ROQUE DE MINAS,932,15,292,1,336,1599,973,4699,222,3726,329
MG,52876,SAO SEBASTIAO DA BELA VISTA,939,7,227,2,420,1012,623,3561,126,2938,205
MG,52892,SAO SEBASTIAO DO MARANHAO,932,18,346,1,405,1987,2794,7898,398,5104,1017
MG,52914,SAO SEBASTIAO DO OESTE,1448,8,202,2,119,1040,521,3964,193,3443,431
MG,52930,SAO SEBASTIAO DO PARAISO,15131,186,2974,19,2898,9260,5698,39818,1335,34120,2317
MG,52957,SAO SEBASTIAO DO RIO PRETO,512,2,105,0,80,194,288,1424,85,1136,158
MG,52973,SAO SEBASTIAO DO RIO VERDE,597,7,216,0,89,373,203,1654,58,1451,111
MG,52990,SAO TIAGO,2303,63,568,3,292,2647,1007,7726,437,6719,406
MG,53015,SAO TOMAS DE AQUINO,1239,29,315,5,214,1658,884,4946,147,4062,455
MG,53031,SAO TOME DAS LETRAS,1627,9,285,0,134,1110,797,4449,169,3652,318
MG,53058,SAO VICENTE DE MINAS,2152,21,275,2,142,865,973,4839,94,3866,315
MG,53074,SAPUCAI MIRIM,1380,18,175,3,193,948,665,3722,76,3057,264
MG,53090,SARDOA,801,29,89,0,338,537,888,3543,371,2655,490
MG,53112,SENADOR CORTES,577,4,171,1,250,186,170,1618,55,1448,204
MG,53139,SENADOR FIRMINO,2428,20,145,4,157,1129,1320,5957,146,4637,608
MG,53155,SENADOR JOSE BENTO,450,11,138,0,150,433,269,1648,51,1379,146
MG,53171,SENADOR MODESTINO GONCALVES,1108,1,244,0,131,1073,1320,4511,131,3191,503
MG,53198,SENHORA DE OLIVEIRA,1237,9,226,4,176,1187,606,4169,173,3563,551
MG,53210,SENHORA DO PORTO,466,8,292,2,133,731,830,3248,169,2418,617
MG,53236,SENHORA DOS REMEDIOS,1592,54,277,2,211,2666,1591,7263,202,5672,668
MG,53252,SERICITA,1216,4,153,0,609,1927,1089,5699,187,4610,514
MG,53279,SERITINGA,463,6,67,0,86,394,240,1433,42,1193,135
MG,53295,SERRA AZUL DE MINAS,751,9,32,0,163,470,943,2903,82,1960,453
MG,53317,SERRA DA SAUDADE,342,0,67,0,67,165,168,869,13,701,47
MG,53333,SERRA DOS AIMORES,1926,12,264,1,488,954,1967,6246,113,4279,521
MG,53350,SERRA DO SALITRE,1799,9,444,0,578,1677,1148,6091,230,4943,206
MG,53376,SERRANIA,1818,10,249,3,295,1382,988,5204,128,4216,331
MG,53392,SERRANOS,652,6,143,0,57,428,341,1819,39,1478,153
MG,53414,SERRO,3028,20,420,4,346,3665,3574,13252,499,9678,1696
MG,53430,SETE LAGOAS,64403,573,9094,95,12001,15765,16109,127098,3939,110989,5119
MG,53457,SILVEIRANIA,871,6,131,0,74,275,206,1744,42,1538,139
MG,53473,SILVIANOPOLIS,1360,20,350,2,214,1341,784,4515,127,3731,317
MG,53490,SIMAO PEREIRA,924,5,109,1,434,230,231,2107,39,1876,134
MG,53511,SIMONESIA,3349,53,183,2,845,3330,2556,11659,465,9103,876
MG,53538,SOBRALIA,1138,7,87,2,826,716,1580,5136,110,3556,670
MG,53554,SOLEDADE DE MINAS,1306,19,400,1,440,892,592,4008,123,3416,235
MG,53570,TABULEIRO,1153,11,227,2,218,716,620,3475,193,2855,335
MG,53597,TAIOBEIRAS,4205,24,550,5,963,6965,5093,20827,628,15734,2394
MG,53619,TAPIRA,998,5,374,2,265,694,595,3266,87,2671,246
MG,53635,TAPIRAI,489,3,166,0,124,523,268,1736,52,1468,111
MG,53651,TAQUARACU DE MINAS,951,7,277,1,273,783,595,3323,153,2728,283
MG,53678,TARUMIRIM,3991,21,173,3,689,2598,2315,10976,228,8661,958
MG,53694,TEIXEIRAS,3489,28,607,7,554,1530,1602,9113,264,7511,1032
MG,53716,TEOFILO OTONI,32074,168,5112,32,10568,13026,22847,91130,2040,68283,5263
MG,53732,TIMOTEO,27120,139,1588,21,9694,2965,6870,50817,845,43947,1575
MG,53759,TIRADENTES,1924,13,234,0,275,1177,563,4563,141,4000,236
MG,53775,TIROS,830,6,318,1,221,1626,1742,5561,274,3819,543
MG,53791,TOCANTINS,3558,51,782,7,1303,2715,1652,11262,410,9610,784
MG,53813,TOLEDO,739,15,109,0,120,1589,813,3844,154,3031,305
MG,53830,TOMBOS,2430,64,348,1,970,1220,1365,6995,138,5630,459
MG,53856,TRES CORACOES,18172,277,4090,30,4261,8773,6268,45575,1564,39307,2140
MG,53872,TRES PONTAS,15641,134,2790,24,2440,6289,5093,35394,1316,30301,1667
MG,53899,TUMIRITINGA,993,7,192,1,833,650,765,3850,164,3085,245
MG,53910,TUPACIGUARA,6020,36,1306,5,1331,4401,1996,16501,600,14505,806
MG,53937,TURMALINA,3347,15,373,3,560,2215,2763,10615,309,7852,1030
MG,53953,TURVOLANDIA,771,21,193,0,259,635,472,2839,204,2367,284
MG,53970,UBA,27185,262,3910,45,5231,7076,7388,55345,1737,47957,2511
MG,53996,UBAI,1122,6,979,5,375,1903,2458,8121,248,5663,1025
MG,54011,UBERABA,93857,765,18846,62,9534,27701,28033,188255,3561,160222,5896
MG,54038,UBERLANDIA,150926,1630,32107,168,37516,48773,44767,334454,7437,289687,11130
MG,54054,UMBURATIBA,566,2,73,0,171,498,752,2429,53,1677,314
MG,54070,UNAI,18980,129,4461,14,3211,8859,10196,49390,1269,39194,2271
MG,54097,URUCANIA,1942,24,316,0,1028,1440,1628,7424,221,5796,825
MG,54119,VARGEM BONITA,614,12,232,0,234,363,350,1994,57,1644,132
MG,54135,VARGINHA,34447,504,6206,52,6784,13858,9383,75464,1936,66081,2294
MG,54151,VARZEA DA PALMA,7791,65,1810,7,1988,3383,4578,22025,683,17447,1720
MG,54178,VARZELANDIA,2817,13,1026,6,404,1988,4076,11858,303,7782,1225
MG,54194,VAZANTE,6089,50,1632,6,1159,1612,3206,15016,591,11810,671
MG,54216,WENCESLAU BRAZ,1009,26,130,2,124,379,267,2122,54,1855,131
MG,54232,VERISSIMO,1070,4,285,0,116,573,838,3141,95,2303,160
MG,54259,VESPASIANO,22426,139,2035,39,9393,4121,7184,49211,1418,42027,2456
MG,54275,VICOSA,23712,218,2012,57,2551,5527,6252,44525,1279,38273,2917
MG,54291,VIEIRAS,1468,11,141,4,318,382,864,3499,78,2635,233
MG,54313,MATHIAS LOBATO,833,7,91,0,515,376,793,2954,71,2161,268
MG,54330,VIRGEM DA LAPA,1912,8,135,3,315,2559,3043,9160,218,6117,967
MG,54356,VIRGINIA,1600,25,332,3,257,2156,1149,6189,210,5040,457
MG,54372,VIRGINOPOLIS,2351,48,473,6,266,1040,2173,7868,308,5695,1203
MG,54399,VIRGOLANDIA,1463,3,114,3,159,723,1531,4617,155,3086,466
MG,54410,VISCONDE DO RIO BRANCO,11844,84,1394,10,2227,3398,3112,24827,1005,21715,1753
MG,54437,VOLTA GRANDE,1219,13,248,1,645,395,749,3632,82,2883,280
MG,54453,ITAU DE MINAS,4127,41,799,4,1138,1824,1435,10291,306,8856,617
MS,55000,NOVA ALVORADA DO SUL,2143,7,613,2,507,1449,1178,6350,95,5172,356
MS,55018,ALCINOPOLIS,516,4,411,0,155,713,673,2686,47,2013,167
MS,55026,LAGUNA CARAPA,1108,5,160,0,280,973,426,3210,29,2784,229
MS,55034,JAPORA,1612,6,188,0,158,549,1109,3950,57,2841,271
MS,55042,NOVO HORIZONTE DO SUL,1303,8,161,1,637,506,951,4028,81,3077,380
MS,90034,AGUA CLARA,1795,13,429,1,658,1911,1818,7155,113,5337,417
MS,90115,AMAMBAI,6608,22,1301,2,1909,3927,4172,18997,221,14825,835
MS,90131,ANASTACIO,6001,36,1451,2,2018,2383,2822,15663,289,12841,661
MS,90158,ANAURILANDIA,1258,8,344,1,367,2024,1066,5492,85,4426,339
MS,90174,ANTONIO JOAO,2105,5,293,2,345,1268,839,5239,58,4400,324
MS,90190,APARECIDA DO TABUADO,4015,32,755,2,1187,3518,2079,12695,431,10616,676
MS,90212,AQUIDAUANA,10584,74,2819,12,3705,5030,6669,30612,319,23943,1400
MS,90298,BANDEIRANTES,1200,22,513,2,567,1208,1057,4952,70,3895,313
MS,90379,BATAGUACU,3293,30,698,2,901,2980,1858,10585,244,8727,579
MS,90395,BATAIPORA,2674,29,370,2,436,1923,1513,7626,157,6113,522
MS,90417,BELA VISTA,4731,16,1291,1,1563,2889,3170,14320,147,11150,512
MS,90433,BONITO,3700,16,1214,1,1161,3167,2445,12457,197,10012,556
MS,90450,BRASILANDIA,2215,24,646,7,932,1920,2451,8951,236,6500,520
MS,90492,CAMAPUA,3241,21,1472,1,990,3324,2335,12175,193,9840,598
