SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SE,31496,GARARU,4193,3,6,0,5,0,389,1627,20,1324,8314,209,6990,538
SE,31518,GRACCHO CARDOSO,2120,4,4,0,2,0,425,1023,18,918,5065,206,4147,345
SE,31534,ILHA DAS FLORES,2591,1,5,2,0,0,257,1740,14,1812,7039,260,5227,357
SE,31550,INDIAROBA,5372,3,5,4,3,1,786,1290,34,1998,10445,245,8447,704
SE,31577,ITABAIANA,21544,29,21,15,24,4,2799,21831,262,9220,60912,1691,51692,3472
SE,31593,ITABAIANINHA,11627,12,17,5,10,3,1356,6153,81,5755,27471,801,21716,1651
SE,31615,ITABI,1556,2,2,1,2,0,267,1150,15,792,4273,165,3481,321
SE,31631,ITAPORANGA D'AJUDA,7542,11,8,14,13,5,1925,7027,70,3353,22328,795,18975,1565
SE,31658,JAPARATUBA,5406,6,5,2,3,1,877,3109,36,2429,12881,380,10452,627
SE,31674,JAPOATÃ,4280,3,5,2,2,0,367,2548,12,1651,9909,357,8258,682
SE,31690,LAGARTO,22246,29,16,19,28,5,4351,20382,232,12728,66275,2257,53547,3982
SE,31712,LARANJEIRAS,6612,44,20,30,11,7,1839,5852,104,2428,18928,844,16500,1137
SE,31739,MACAMBIRA,2293,3,2,1,2,0,220,1590,15,660,5288,159,4628,343
SE,31755,MALHADA DOS BOIS,1471,0,2,1,0,0,207,706,11,522,3179,93,2657,166
SE,31771,MALHADOR,3127,6,3,7,10,0,430,2804,29,1221,8744,375,7523,732
SE,31798,MARUIM,4657,5,5,9,8,0,946,2967,35,1854,11644,492,9790,666
SE,31810,MOITA BONITA,3139,4,6,5,3,1,222,2767,33,1176,8337,308,7161,673
SE,31836,MONTE ALEGRE DE SERGIPE,3861,1,4,1,10,1,499,2428,11,1336,8965,198,7629,615
SE,31852,MURIBECA,1927,4,1,1,1,0,410,2143,13,1120,6240,243,5120,377
SE,31879,NEÓPOLIS,5785,7,5,11,7,6,981,3185,68,2566,14021,600,11455,800
SE,31895,NOSSA SENHORA DA GLÓRIA,9612,6,4,11,2,3,1322,5844,51,3527,22163,512,18636,1269
SE,31917,NOSSA SENHORA DAS DORES,6368,9,3,3,8,0,967,5599,40,3322,18503,867,15181,1317
SE,31933,NOSSA SENHORA DE LOURDES,2301,2,4,1,0,0,310,1262,13,617,4966,108,4349,348
SE,31950,NOSSA SENHORA DO SOCORRO,22160,90,47,108,88,3,10695,30849,499,10559,81853,2809,71294,3946
SE,31976,PACATUBA,4875,6,7,1,9,1,357,1749,17,2515,10554,407,8039,610
SE,31992,PEDRA MOLE,1211,1,0,0,0,0,106,624,10,320,2522,59,2202,191
SE,32018,PEDRINHAS,2794,1,1,2,3,0,395,1467,15,1610,6865,167,5255,410
SE,32034,PINHÃO,2153,1,3,0,2,0,202,1362,10,566,4804,110,4238,395
SE,32050,PIRAMBU,2233,2,7,5,2,0,645,2140,25,1162,6782,198,5620,363
SE,32077,POÇO REDONDO,6992,6,6,3,1,3,378,4446,42,3685,17115,360,13430,1193
SE,32093,POÇO VERDE,6901,7,5,9,3,1,860,3777,55,4265,17445,461,13180,1101
SE,32115,PORTO DA FOLHA,8175,8,12,5,3,3,724,5237,52,3932,19976,579,16044,1246
SE,32131,PROPRIÁ,7062,7,7,3,5,1,1312,6947,63,3907,20689,510,16782,865
SE,32158,RIACHÃO DO DANTAS,7781,2,6,3,10,4,720,2288,54,3440,15723,597,12283,818
SE,32174,RIACHUELO,2890,6,9,2,3,3,596,1672,27,829,6745,295,5916,413
SE,32190,RIBEIRÓPOLIS,4927,4,2,3,10,2,462,4334,63,1732,12701,300,10969,862
SE,32212,ROSÁRIO DO CATETE,2708,3,1,4,3,0,489,2074,29,889,6772,183,5883,389
SE,32239,SALGADO,6188,9,3,7,11,0,1101,2954,51,2097,13978,629,11881,928
SE,32255,SANTA LUZIA DO ITANHY,3693,1,5,2,1,2,417,2319,20,2193,9635,335,7442,647
SE,32298,SANTA ROSA DE LIMA,1401,2,1,0,0,0,207,772,6,509,3281,191,2772,192
SE,32310,SANTO AMARO DAS BROTAS,4292,1,6,8,3,2,313,1090,25,1870,8304,222,6434,472
SE,32336,SÃO CRISTÓVÃO,15797,48,38,38,34,4,7009,14422,302,6517,48502,1860,41985,2433
SE,32352,SÃO DOMINGOS,2696,1,3,2,2,1,156,2169,19,1703,7442,164,5739,526
SE,32379,SÃO FRANCISCO,1233,1,1,0,2,1,181,693,9,295,2628,56,2333,156
SE,32395,SÃO MIGUEL DO ALEIXO,1212,2,2,1,4,0,167,747,9,534,3053,119,2519,256
SE,32417,SIMÃO DIAS,11921,11,12,26,23,4,2223,6883,105,5248,30258,1340,25010,2462
SE,32433,SIRIRI,2181,2,9,1,2,0,299,1788,28,1017,5973,258,4956,388
SE,32450,TELHA,1064,1,0,4,1,0,95,847,8,351,2604,57,2253,176
SE,32476,TOBIAS BARRETO,17806,12,21,7,31,5,2281,6223,124,8383,37586,682,29203,2011
SE,32492,TOMAR DO GERU,4178,2,6,0,7,0,475,1904,17,2852,10309,198,7457,670
SE,32514,UMBAÚBA,5710,7,8,0,5,2,1338,3987,29,2924,15356,485,12432,861
SP,61000,EUCLIDES DA CUNHA PAULISTA,3146,1,1,1,0,0,506,1654,7,2213,7826,98,5613,199
SP,61018,ADAMANTINA,6496,5,4,25,10,3,3565,9523,115,5890,27226,960,21336,630
SP,61026,BOREBI,470,0,0,0,0,0,263,700,4,196,1690,25,1494,32
SP,61034,ADOLFO,1182,0,0,1,0,0,212,1005,2,580,3178,113,2598,83
SP,61042,TARUMÃ,3507,1,3,1,3,0,1111,2956,40,1729,9754,210,8025,193
SP,61050,AGUAÍ,7089,12,3,2,14,1,2698,7002,120,4838,23419,784,18581,856
SP,61069,MOTUCA,1131,1,1,0,1,1,404,1038,9,806,3561,78,2755,91
SP,61077,ÁGUAS DA PRATA,1349,2,0,3,1,1,758,2435,31,1208,6092,138,4884,166
SP,61085,IARAS,1338,1,0,2,0,0,268,866,16,868,3523,73,2655,91
SP,61093,ÁGUAS DE LINDÓIA,2118,1,2,5,4,0,1388,6036,73,2582,12936,306,10354,421
SP,61107,GUATAPARÁ,1790,3,2,2,0,1,332,1399,12,1050,4816,124,3766,101
SP,61115,ÁGUAS DE SÃO PEDRO,490,1,0,0,0,0,457,1516,15,567,3172,50,2605,76
SP,61123,DIRCE REIS,554,0,0,0,2,0,129,487,5,185,1445,57,1260,26
SP,61131,AGUDOS,6174,7,2,15,19,2,5498,8917,227,4900,27576,780,22676,1035
SP,61140,ESPÍRITO SANTO DO TURVO,1373,0,0,2,0,0,190,1002,6,524,3216,49,2692,70
SP,61158,ALFREDO MARCONDES,1162,0,0,0,0,0,435,972,18,438,3256,127,2818,104
SP,61166,ROSANA,6397,6,3,3,5,4,1554,2728,63,5401,16794,273,11393,357
SP,61174,ALTAIR,1194,3,1,0,0,0,182,762,9,708,3089,140,2381,90
SP,61182,EMBAÚBA,628,1,0,1,1,0,230,856,21,377,2233,66,1856,52
SP,61190,ALTINÓPOLIS,3682,7,1,3,6,0,1427,4415,61,2687,13105,442,10418,374
SP,61204,ILHA SOLTEIRA,6032,6,3,7,9,0,3804,4508,90,5052,20661,416,15609,734
SP,61212,ALTO ALEGRE,1109,1,1,0,3,3,477,1174,22,502,3563,169,3061,102
SP,61220,ALUMÍNIO,4980,9,3,6,5,0,2327,3335,154,1916,13433,329,11517,369
SP,61239,ÁLVARES FLORENCE,784,0,0,0,4,0,262,1432,12,495,3192,101,2697,102
SP,61247,PEDRINHAS PAULISTA,768,0,0,1,0,2,261,973,19,486,2590,24,2104,56
SP,61255,ÁLVARES MACHADO,4892,6,1,5,4,0,2050,5471,79,3090,16544,510,13454,436
SP,61263,ARAÇARIGUAMA,3140,1,6,5,1,1,1794,4124,30,2526,12245,305,9719,312
SP,61271,ÁLVARO DE CARVALHO,1040,1,2,1,0,0,255,872,10,743,3161,90,2418,147
SP,61280,BERTIOGA,10249,11,3,16,10,2,4900,10090,144,8873,35972,705,27099,969
SP,61298,ALVINLÂNDIA,1021,0,0,0,0,0,213,644,3,504,2488,47,1984,56
SP,61301,SUZANÁPOLIS,1155,0,2,0,1,2,89,738,2,396,2583,94,2187,104
SP,61310,AMERICANA,50412,57,42,60,60,13,31658,45697,1603,23551,163738,5183,140187,5402
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,2176,3,0,0,0,0,306,1881,12,578,5126,58,4548,112
SP,61336,AMÉRICO BRASILIENSE,9686,6,4,7,3,1,3273,6020,100,4356,25130,752,20774,922
SP,61344,CANITAR,785,1,0,3,1,0,353,1402,11,686,3489,110,2803,137
SP,61352,AMÉRICO DE CAMPOS,923,1,0,0,0,0,354,2303,11,525,4376,147,3851,112
SP,61360,BARRA DO CHAPÉU,1992,0,0,0,1,1,125,864,2,1150,4385,105,3235,145
SP,61379,AMPARO,9556,26,11,36,24,5,5523,23116,441,8471,50519,1552,42048,1758
SP,61387,EMILIANÓPOLIS,893,0,0,0,0,1,316,656,1,347,2377,84,2030,79
SP,61395,ANALÂNDIA,701,0,0,0,1,0,534,1987,23,1218,4678,103,3460,111
SP,61409,NOVAIS,966,0,0,1,0,1,221,1126,18,657,3248,112,2591,146
SP,61417,ANDRADINA,12850,18,6,10,10,2,6188,12477,232,9207,43276,1206,34069,1070
SP,61425,NOVA CANAÃ PAULISTA,718,0,0,0,0,1,117,632,4,275,1837,44,1562,46
SP,61433,ANGATUBA,4670,5,1,3,4,2,1928,5974,133,3117,16715,414,13598,464
SP,61441,SALTINHO,843,5,1,1,4,0,625,3004,35,419,5263,198,4844,128
SP,61450,ANHEMBI,1004,1,0,2,1,0,579,1910,9,1267,4962,115,3695,74
SP,61468,UBARANA,1620,2,1,6,0,0,304,1035,25,822,4052,112,3230,125
SP,61476,ANHUMAS,991,1,0,1,0,1,386,1042,13,434,3001,65,2567,67
SP,61484,CAJATI,6785,7,3,8,7,5,2303,6441,72,6027,22630,400,16603,572
SP,61492,APARECIDA,6405,9,7,19,9,6,5218,10728,224,4086,27925,632,23839,582
SP,61506,CAMPINA DO MONTE ALEGRE,1122,0,0,1,1,0,473,1723,17,896,4420,87,3524,100
SP,61514,APARECIDA D'OESTE,1378,0,1,2,0,0,252,1283,4,752,3867,98,3115,97
SP,61522,ASPÁSIA,633,2,1,0,0,0,68,692,2,210,1660,27,1450,25
SP,61530,APIAÍ,6647,5,8,8,12,2,1759,5057,118,5795,20499,487,14704,601
SP,61549,VARGEM,1437,0,2,0,0,0,601,2676,11,1495,6672,232,5177,218
SP,61557,ARAÇATUBA,30776,38,21,43,36,16,23314,48070,799,25063,134878,2917,109815,3785
SP,61565,POTIM,2839,4,3,1,3,0,1744,3827,42,1885,10778,205,8893,225
SP,61573,ARAÇOIABA DA SERRA,4579,1,2,9,4,0,2807,7188,114,2778,18601,580,15823,539
SP,61581,ALAMBARI,859,0,1,1,0,0,307,1618,3,426,3347,67,2921,65
SP,61590,ARAMINA,1676,2,1,0,2,0,418,1160,18,673,4171,107,3498,114
SP,61603,ITAOCA,1176,0,0,0,0,0,148,601,5,664,2740,50,2076,96
SP,61611,ARANDU,1590,1,1,0,2,0,447,1879,14,802,5037,147,4235,154
SP,61620,TUIUTI,850,0,2,1,2,0,407,2192,25,627,4408,133,3781,169
SP,61638,ARARAQUARA,42672,95,37,48,47,19,24304,47185,1265,25601,151206,4279,125605,5654
SP,61646,ARAPEÍ,765,0,1,0,2,0,255,676,5,489,2291,32,1802,66
SP,61654,ARARAS,17823,38,20,153,25,15,16570,33048,719,14213,89032,3259,74819,3149
SP,61662,ESTIVA GERBI,2523,0,1,1,3,1,1166,2272,74,1136,7649,218,6513,254
SP,61670,AREALVA,1486,0,1,2,1,0,581,2175,29,1116,5878,283,4762,204
SP,61689,ENGENHEIRO COELHO,3962,2,2,1,8,5,1479,2066,17,2089,10079,248,7990,200
SP,61697,AREIAS,1207,1,1,0,5,0,297,918,11,690,3271,47,2581,94
SP,61700,RIBEIRÃO GRANDE,2507,1,2,0,1,0,531,1775,18,1315,6536,196,5221,190
SP,61719,AREIÓPOLIS,2480,1,1,4,0,0,1153,2387,34,1470,8168,394,6698,244
SP,61727,HORTOLÂNDIA,53410,58,37,69,44,12,22977,20349,932,18129,123157,3577,105028,3563
SP,61735,ARIRANHA,1654,1,2,0,1,0,728,2942,34,1176,7045,302,5869,205
SP,61743,HOLAMBRA,1981,4,2,2,2,0,1135,4106,30,1209,8915,218,7706,226
SP,61751,ARTUR NOGUEIRA,9388,12,10,14,7,1,4598,7885,182,4612,28366,856,23754,801
SP,61760,ELISIÁRIO,986,1,0,1,1,2,220,782,8,372,2493,63,2121,57
SP,61778,ARUJÁ,16811,27,22,16,32,6,10458,16748,391,8849,56789,1503,47940,1926
SP,61786,BOM SUCESSO DE ITARARÉ,1094,3,0,1,0,0,65,979,4,703,2944,34,2241,61
SP,61794,ASSIS,16115,17,14,28,31,23,15026,18331,458,14026,67911,1903,53885,1939
SP,61808,PONTALINDA,1263,1,1,0,1,1,226,909,2,730,3312,130,2582,48
SP,61816,ATIBAIA,16063,29,20,41,31,9,14054,39892,646,17441,94164,2990,76723,2948
SP,61824,PARISI,525,0,0,0,0,0,187,813,11,286,1919,57,1633,40
SP,61832,AURIFLAMA,4210,4,1,2,1,0,1382,2615,39,2071,11068,422,8997,321
SP,61840,TAQUARIVAÍ,1044,1,0,0,1,0,164,2173,9,1047,4584,56,3537,89
SP,61859,AVAÍ,1180,0,1,4,2,0,556,1239,20,570,3710,64,3140,74
SP,61867,MARAPOAMA,677,1,1,1,0,0,165,1029,5,328,2330,72,2002,51
SP,61875,AVANHANDAVA,2425,2,1,5,0,1,1098,2065,31,1466,7459,196,5993,169
SP,61883,SÃO JOÃO DE IRACEMA,620,0,0,0,0,0,107,451,3,246,1507,24,1261,56
SP,61891,AVARÉ,12169,21,11,19,13,6,9477,21957,464,11569,59766,1969,48197,2091
SP,61905,SÃO LOURENÇO DA SERRA,3052,4,1,2,3,1,1172,3234,45,1929,10114,329,8185,342
SP,61913,BADY BASSITT,3332,3,2,4,5,0,1108,3861,75,2011,11004,280,8993,323
SP,61921,ZACARIAS,736,3,0,1,0,0,165,669,4,292,1994,46,1702,78
SP,61930,BALBINOS,366,1,1,1,0,0,184,416,9,308,1390,58,1082,46
SP,61948,ITAPIRAPUÃ PAULISTA,1174,1,1,0,1,0,158,897,1,659,3004,43,2345,69
SP,61956,BÁLSAMO,1532,3,1,0,3,1,696,2831,46,825,6361,273,5536,150
SP,61964,MESÓPOLIS,534,1,0,0,0,0,137,534,0,371,1638,46,1267,15
SP,61972,BANANAL,2088,0,1,4,30,1,1094,2726,38,1505,8031,198,6526,346
SP,61980,NOVA CAMPINA,2051,1,2,2,2,0,363,2474,8,1356,6473,72,5117,142
SP,61999,BARBOSA,1295,0,1,0,1,0,438,1888,15,716,4569,80,3853,135
SP,62006,ILHA COMPRIDA,1866,0,1,1,3,1,850,2252,25,1658,6929,100,5271,172
SP,62014,BARÃO DE ANTONINA,660,0,1,0,2,0,142,859,24,426,2292,77,1866,101
SP,62022,LOURDES,602,0,1,1,0,0,140,754,5,354,1928,26,1574,45
SP,62030,BARIRI,3841,11,3,5,10,3,3182,9455,163,5055,23541,1052,18486,761
SP,62049,TORRE DE PEDRA,476,0,0,0,0,0,240,948,7,658,2428,50,1770,49
SP,62057,BARRA BONITA,6911,13,3,14,9,1,4469,10869,232,5444,29833,949,24389,919
SP,62065,ARCO-ÍRIS,627,1,0,2,0,0,139,736,3,297,1873,32,1576,36
SP,62073,BARRA DO TURVO,2660,2,2,5,1,0,338,1097,15,2543,6974,83,4431,228
SP,62081,BREJO ALEGRE,948,0,0,0,0,0,155,513,4,285,2022,55,1737,62
SP,62090,BARRETOS,21368,42,8,21,29,6,12773,28389,416,15067,82151,2006,67084,2026
SP,62103,CANAS,647,2,1,2,0,0,539,1414,16,502,3244,54,2742,67
SP,62111,BARRINHA,8121,14,4,1,4,1,2893,3686,94,4064,20347,794,16283,671
SP,62120,PRACINHA,423,0,0,0,0,0,88,541,5,230,1352,22,1122,43
SP,62138,BARUERI,68523,92,37,101,89,18,34360,54596,1480,28095,198261,5306,170166,5564
SP,62146,PRATÂNIA,958,0,0,1,1,0,600,1337,16,816,3945,125,3129,91
SP,62154,BASTOS,3516,5,3,3,4,0,1719,7447,31,3634,17165,446,13531,357
SP,62162,QUADRA,560,0,0,1,2,0,160,1266,11,605,2713,48,2108,60
SP,62170,BATATAIS,9667,14,6,12,16,2,5277,16568,230,7047,41351,1256,34304,1256
SP,62189,SANTA CRUZ DA ESPERANÇA,420,0,0,0,0,0,154,659,12,365,1720,25,1355,85
SP,62197,BAURU,61580,186,57,99,85,43,52986,69907,2187,41017,243516,7037,202499,8332
SP,62200,SANTA SALETE,488,1,0,0,0,0,143,455,8,169,1352,64,1183,24
SP,62219,BEBEDOURO,11659,35,7,15,23,4,6926,22250,388,11377,56410,1957,45033,1769
SP,62227,VITÓRIA BRASIL,477,2,0,0,0,0,150,552,7,211,1497,55,1286,43
SP,62235,BENTO DE ABREU,601,0,0,0,0,0,307,610,6,365,2058,79,1693,90
SP,62243,IPIGUÁ,916,1,0,0,0,0,243,1269,15,543,3162,115,2619,60
SP,62251,BERNARDINO DE CAMPOS,1874,2,0,1,2,1,1312,3074,35,1721,8421,209,6700,190
SP,62260,TAQUARAL,570,1,0,1,0,1,195,794,8,453,2162,86,1709,53
SP,62278,BILAC,1133,0,0,0,3,2,642,2471,18,1154,5769,186,4615,160
SP,62286,FERNÃO,389,0,0,0,0,0,85,592,3,239,1371,33,1132,30
SP,62294,BIRIGUI,17408,31,17,28,11,3,11474,29037,465,11889,76075,2656,64186,3056
SP,62308,GAVIÃO PEIXOTO,1193,0,0,3,1,0,402,1092,12,380,3297,98,2917,116
SP,62316,BIRITIBA MIRIM,4965,10,1,2,8,2,2485,8258,106,3953,20972,596,17019,586
SP,62324,JUMIRIM,479,1,0,1,3,0,207,882,16,354,2030,41,1676,46
SP,62332,BOA ESPERANÇA DO SUL,3943,1,2,1,3,0,752,2843,32,1929,10043,218,8114,319
SP,62340,NANTES,818,1,1,0,0,0,154,656,19,384,2121,34,1737,54
SP,62359,BOCAINA,1559,2,1,2,2,1,1336,3208,40,1423,8054,268,6631,212
SP,62367,NOVA CASTILHO,402,0,0,0,0,0,108,470,4,196,1214,18,1018,16
SP,62375,BOFETE,1978,1,3,4,2,0,598,2255,30,2092,7408,228,5316,217
SP,62383,OUROESTE,2535,3,1,0,2,0,849,1580,11,1276,6624,160,5348,207
SP,62391,BOITUVA,6908,11,4,11,8,3,4236,14003,208,6055,33625,1043,27570,1135
SP,62405,PAULISTÂNIA,368,1,1,0,0,0,182,552,1,277,1472,31,1195,59
SP,62413,BOM JESUS DOS PERDÕES,3623,1,1,9,10,1,1761,5050,64,2484,13876,391,11392,481
SP,62421,RIBEIRÃO DOS ÍNDIOS,740,1,0,0,1,0,144,636,6,325,1966,70,1641,43
SP,62430,BORÁ,324,0,1,1,0,0,147,300,2,134,951,19,817,23
SP,62448,TRABIJU,411,0,0,0,0,0,109,598,9,209,1372,12,1163,24
SP,62456,BORACÉIA,999,0,2,0,1,0,410,1143,20,484,3307,125,2823,123
SP,62472,BORBOREMA,2258,1,2,4,6,0,1315,4337,66,2511,11334,471,8823,363
SP,62499,BOTUCATU,18594,52,22,28,47,13,20210,26375,914,15653,88612,2836,72959,3868
SP,62510,BRAGANÇA PAULISTA,19998,31,29,44,38,4,16255,46994,736,18426,109472,3143,91046,3774
SP,62553,BRAÚNA,734,2,0,0,0,0,438,1786,25,562,3754,117,3192,90
SP,62570,BRODOWSKI,3959,7,3,4,5,1,1979,5264,83,2535,14762,446,12227,476
SP,62596,BROTAS,3088,4,2,16,5,0,2132,6516,52,3678,16613,590,12935,530
SP,62618,BURI,3577,1,3,1,2,2,1312,5461,73,3135,14202,368,11067,267
SP,62634,BURITAMA,3695,3,1,1,1,0,1038,3856,35,2667,12049,383,9382,369
SP,62650,BURITIZAL,534,0,1,2,1,0,285,1487,15,353,2879,86,2526,115
SP,62677,CABRÁLIA PAULISTA,1243,0,2,1,1,0,530,807,18,848,3655,103,2807,102
SP,62693,CABREÚVA,9657,10,7,9,10,4,3642,8829,129,4827,28903,961,24076,818
SP,62715,CAÇAPAVA,12989,132,9,32,33,5,11987,24732,511,10141,64375,1915,54234,1889
SP,62731,CACHOEIRA PAULISTA,6673,12,6,3,16,2,5001,6242,170,4389,23576,536,19187,526
SP,62758,CACONDE,3397,3,3,3,2,1,926,5623,50,3195,13858,315,10663,340
SP,62774,CAFELÂNDIA,3050,3,4,0,1,0,1862,4602,43,2928,13170,361,10242,316
SP,62790,CAIABU,1406,1,0,0,1,0,375,961,6,611,3534,112,2923,61
SP,62812,CAIEIRAS,19996,33,16,35,21,7,11142,14640,477,7783,58263,2025,50480,2088
SP,62839,CAIUÁ,1532,0,0,0,0,0,285,998,5,931,3946,46,3015,149
SP,62855,CAJAMAR,18645,25,14,22,27,2,7964,11772,314,7040,48853,1497,41813,1531
SP,62871,CAJOBI,2323,4,1,1,2,0,831,2657,40,1600,7896,259,6296,178
SP,62898,CAJURU,5330,9,2,6,4,0,1575,5968,125,3738,17938,612,14200,569
SP,62910,CAMPINAS,220181,552,223,390,294,92,148560,209003,8411,125730,761315,21010,635585,26869
SP,62936,CAMPO LIMPO PAULISTA,18922,27,17,32,36,2,10681,13598,379,8751,56040,1496,47289,2099
SP,62952,CAMPOS DO JORDÃO,5637,14,5,19,15,7,3866,16774,248,8611,37447,1172,28836,1079
SP,62979,CAMPOS NOVOS PAULISTA,835,0,0,1,1,0,462,1319,20,643,3443,85,2800,77
SP,62995,CANANÉIA,2260,2,6,2,3,1,1121,3062,48,2911,9864,181,6953,267
SP,63010,CÂNDIDO MOTA,5981,4,2,5,5,0,3080,8717,144,5073,24442,855,19369,576
SP,63037,CÂNDIDO RODRIGUES,734,4,1,0,1,2,185,827,6,378,2383,166,2005,79
SP,63053,CAPÃO BONITO,8447,6,9,8,13,3,4557,12570,160,8315,35866,936,27551,842
SP,63070,CAPELA DO ALTO,2964,2,2,4,1,0,1482,4660,86,2138,11958,384,9820,235
SP,63096,CAPIVARI,6882,10,9,21,15,2,5076,13312,182,5771,33437,1115,27666,1042
SP,63118,CARAGUATATUBA,16946,40,9,18,24,3,10733,22093,332,14671,68781,1756,54110,2156
SP,63134,CARAPICUÍBA,104006,144,64,141,158,24,45826,56479,2090,36633,260967,7787,224334,7615
SP,63150,CARDOSO,3450,2,1,5,4,0,752,2717,17,2339,9910,297,7571,326
SP,63177,CASA BRANCA,4203,7,6,7,9,1,3090,7014,187,4667,20505,640,15838,674
SP,63193,CÁSSIA DOS COQUEIROS,597,0,1,1,1,0,194,949,15,633,2595,85,1962,119
SP,63215,CASTILHO,5437,1,1,2,1,0,1764,2660,43,1727,12196,287,10469,273
SP,63231,CATANDUVA,19309,37,11,29,21,3,11686,30260,548,13795,81132,2522,67337,2911
SP,63258,CATIGUÁ,1893,2,2,0,2,1,784,1563,16,750,5511,276,4761,222
SP,63274,CEDRAL,1423,4,1,1,2,1,578,2623,39,829,5912,211,5083,200
SP,63290,CERQUEIRA CÉSAR,2996,4,2,4,1,2,1434,5080,55,2839,13174,417,10335,340
SP,63312,CERQUILHO,5950,11,8,9,12,5,3157,12805,235,4094,28349,952,24255,1111
SP,63339,CESÁRIO LANGE,2078,2,5,3,1,2,999,4908,31,2061,11035,478,8974,467
SP,63355,CHARQUEADA,2639,3,0,1,2,0,1672,4857,64,2172,12135,362,9963,363
SP,63371,CHAVANTES,2365,3,1,3,2,1,1424,3234,73,1769,9403,288,7634,240
SP,63398,CLEMENTINA,1386,3,2,1,0,0,476,1803,29,979,4983,112,4004,192
SP,63410,COLINA,4268,6,4,2,1,1,1218,4632,30,3120,14112,388,10992,442
SP,63436,COLÔMBIA,1560,1,1,3,0,1,518,1599,21,1290,5247,112,3957,141
SP,63452,CONCHAL,4321,5,9,11,1,4,1917,7673,84,3417,18726,719,15309,565
SP,63479,CONCHAS,3106,5,3,2,9,1,1326,4708,105,3411,13475,380,10064,419
SP,63495,CORDEIRÓPOLIS,4052,15,3,3,14,3,2554,5586,176,2358,15808,516,13450,528
SP,63517,COROADOS,1041,2,1,1,1,1,500,1438,18,719,3926,104,3207,100
SP,63533,CORONEL MACEDO,1790,1,0,3,2,0,199,1293,34,655,4136,68,3481,91
SP,63550,CORUMBATAÍ,517,4,0,2,0,1,331,1512,16,744,3303,84,2559,92
SP,63576,COSMÓPOLIS,15682,21,7,17,10,5,7456,7752,283,6827,40830,1459,34003,1311
SP,63592,COSMORAMA,1599,0,0,2,1,0,365,2508,30,894,5660,159,4766,102
SP,63614,COTIA,44956,76,37,64,79,22,20958,37692,1004,19203,131999,3862,112796,4046
SP,63630,CRAVINHOS,3987,4,6,1,9,2,2657,10767,124,4188,23552,861,19364,946
SP,63657,CRISTAIS PAULISTA,1662,2,1,1,1,0,532,2469,16,1117,6103,133,4986,169
SP,63673,CRUZÁLIA,684,1,1,0,0,0,226,843,7,340,2164,35,1824,27
SP,63690,CRUZEIRO,11373,23,11,35,40,6,10743,21721,512,9448,57418,1542,47970,1964
SP,63711,CUBATÃO,35205,57,26,63,33,13,17887,19650,590,15447,93290,2059,77843,2260
SP,63738,CUNHA,6620,5,4,7,4,1,2183,4322,39,4956,19124,472,14168,511
SP,63754,DESCALVADO,3915,6,8,3,6,5,3001,11136,158,4489,24623,1011,20134,885
SP,63770,DIADEMA,139005,183,86,136,109,40,48575,57578,2085,44513,312300,9111,267787,10879
SP,63797,DIVINOLÂNDIA,1846,5,0,0,2,2,614,4530,36,2135,10010,479,7875,361
SP,63819,DOBRADA,1835,1,1,1,1,0,555,1693,13,627,5037,163,4410,147
SP,63835,DOIS CÓRREGOS,3410,10,6,10,3,1,2268,7620,136,3757,18273,607,14516,445
SP,63851,DOLCINÓPOLIS,972,0,0,0,1,0,150,552,6,297,2070,53,1773,39
SP,63878,DOURADO,1398,2,3,2,3,0,635,3070,53,1431,7229,373,5798,259
SP,63894,DRACENA,8603,8,2,5,5,2,4545,11646,122,4288,30790,836,26502,728
SP,63916,DUARTINA,2815,2,2,2,7,1,1451,3068,44,1402,9406,308,8004,304
SP,63932,DUMONT,1509,2,0,0,0,1,611,2430,11,919,5904,232,4985,189
SP,63959,ECHAPORÃ,1378,0,0,4,0,0,571,1710,21,1333,5307,114,3974,176
SP,63975,ELDORADO,3973,2,2,9,4,1,949,2777,40,3384,11590,162,8206,287
SP,63991,ELIAS FAUSTO,3741,3,0,29,14,1,1324,3937,61,2574,12477,423,9903,370
SP,64017,EMBU,66428,95,40,91,89,13,27826,40290,1184,23785,170578,5470,146793,5267
SP,64033,EMBU-GUAÇU,16990,16,17,22,29,5,6323,12361,309,8302,46903,1265,38601,1264
SP,64050,ESTRELA D'OESTE,1904,2,1,3,1,0,730,2446,34,1116,6740,290,5624,213
